question,query
Show me the name of the dealer in Mahalaxmi Nagar,SELECT dealer_name from dealers WHERE location = 'Mahalaxmi Nagar';
Can you give me the name of the dealer at MG Road,SELECT dealer_name from dealers WHERE location = 'MG Road';
Provide me the name of the dealership located at Regal Square,SELECT dealer_name from dealers WHERE location = 'Regal Square';
Give me the dealership name of the one located at Regal Square,SELECT dealer_name from dealers WHERE location = 'Regal Square';
List all the dealerships located at New Palasiya.,SELECT dealer_name from dealers WHERE location = 'New Palasiya';
Give me the names of the dealerships situated at Sudhama Nagar,SELECT dealer_name from dealers WHERE location = 'Sudhama Nagar';
Show me the dealerships located at Sudhama Nagar,SELECT dealer_name from dealers WHERE location = 'Sudhama Nagar';
What’s the name of the dealer at Palasiya,SELECT dealer_name from dealers WHERE location = 'Palasiya';
Tell me the name of the dealer situated at Jhansi Road,SELECT dealer_name from dealers WHERE location = 'Jhansi Road';
What is the loaction of the dealer name Trio Honda,SELECT location FROM dealers WHERE dealer_name = 'Trio Honda';
What is the loaction of the dealership named Definite Bajaj,SELECT location FROM dealers WHERE dealer_name = 'Definite Bajaj';
show me the location of the dealership named Vector Hero,SELECT location FROM dealers WHERE dealer_name = 'Vector Hero';
Give me the address of the dealership named Honda Bigwing,SELECT location FROM dealers WHERE dealer_name = 'Honda Bigwing';
Where is the Sanjay TVS dealership located,SELECT location FROM dealers WHERE dealer_name = 'Sanjay TVS';
Can you tell me the location of Better TVS,SELECT location FROM dealers WHERE dealer_name = 'Better TVS';
Show me where Anand Bajaj dealership is,SELECT location FROM dealers WHERE dealer_name = 'Anand Bajaj';
Give me the address of Max Hero showroom,SELECT location FROM dealers WHERE dealer_name = 'Surjeet Hero';
What is the address of the Surjeet Hero dealership,SELECT location FROM dealers WHERE dealer_name = 'Anand Bajaj';
Where can I find the Trio Honda dealer,SELECT location FROM dealers WHERE dealer_name = 'Trio Honda';
I need the address of the Definite bajaj dealership,SELECT location FROM dealers WHERE dealer_name = 'Definite Bajaj';
Where can I find Vector Hero dealership,SELECT location FROM dealers WHERE dealer_name = 'Vector Hero';
Tell me the location of Honda Bigwing,SELECT location FROM dealers WHERE dealer_name = 'Honda Bigwing';
Where is the Sanjay TVS dealership,SELECT location FROM dealers WHERE dealer_name = 'Sanjay TVS';
What is the location of Better TVS dealership,SELECT location FROM dealers WHERE dealer_name = 'Better TVS';
Provide the address of Anand Bajaj showroom,SELECT location FROM dealers WHERE dealer_name = 'Anand Bajaj';
Can you find the location of Max Hero,SELECT location FROM dealers WHERE dealer_name = 'Max Hero';
Where is Surjeet Hero showroom located,SELECT location FROM dealers WHERE dealer_name = 'Surjeet Hero';
I want to know the location of Vector Hero,SELECT location FROM dealers WHERE dealer_name = 'Vector Hero';
Show me the address for Better TVS dealership,SELECT location FROM dealers WHERE dealer_name = 'Better TVS';
What is the location of Honda Bigwing showroom,SELECT location FROM dealers WHERE dealer_name = 'Honda Bigwing';
What’s the location of Trio Honda dealer,SELECT location FROM dealers WHERE dealer_name = 'Trio Honda';
Where is the Definite Bajaj dealership located,SELECT location FROM dealers WHERE dealer_name = 'Definite Bajaj';
Show me where Vector Hero dealership is.,SELECT location FROM dealers WHERE dealer_name = 'Vector Hero';
Can you tell me the address of Honda Bigwing showroom,SELECT location FROM dealers WHERE dealer_name = 'Honda Bigwing';
Where exactly is the Sanjay TVS dealership,SELECT location FROM dealers WHERE dealer_name = 'Sanjay TVS';
What’s the address of the Better TVS showroom,SELECT location FROM dealers WHERE dealer_name = 'Better TVS';
Tell me where I can find Anand Bajaj dealership,SELECT location FROM dealers WHERE dealer_name = 'Anand Bajaj';
Can you provide the address of Max Hero showroom,SELECT location FROM dealers WHERE dealer_name = 'Max Hero';
Where is the Surjeet Hero dealership located,SELECT location FROM dealers WHERE dealer_name = 'Surjeet Hero';
Where can I find the Trio Honda showroom,SELECT location FROM dealers WHERE dealer_name = 'Trio Honda';
I need to know the address of Definite Bajaj dealership,SELECT location FROM dealers WHERE dealer_name = 'Definite Bajaj';
Where is the Vector Hero dealership located,SELECT location FROM dealers WHERE dealer_name = 'Vector Hero';
Show me the location of the Honda Bigwing dealer,SELECT location FROM dealers WHERE dealer_name = 'Honda Bigwing';
Can you tell me where the Sanjay TVS dealership is,SELECT location FROM dealers WHERE dealer_name = 'Sanjay TVS';
What’s the location of Better TVS dealership,SELECT location FROM dealers WHERE dealer_name = 'Better TVS';
Give me the address of Anand Bajaj showroom,SELECT location FROM dealers WHERE dealer_name = 'Anand Bajaj';
Can you find the address of Max Hero dealership,SELECT location FROM dealers WHERE dealer_name = 'Max Hero';
Where is Surjeet Hero dealership,SELECT location FROM dealers WHERE dealer_name = 'Surjeet Hero';
I need the address for Vector Hero showroom,SELECT location FROM dealers WHERE dealer_name = 'Vector Hero';
Show me the address of Better TVS dealership,SELECT location FROM dealers WHERE dealer_name = 'Better TVS';
What is the details of the dealership named Definite Bajaj,SELECT * FROM dealers WHERE dealer_name = 'Definite Bajaj';
show me the details of the dealership named Vector Hero,SELECT * FROM dealers WHERE dealer_name = 'Vector Hero';
Give me the details of the dealership named Honda Bigwing,SELECT * FROM dealers WHERE dealer_name = 'Honda Bigwing';
What is the Sanjay TVS dealership details,SELECT * FROM dealers WHERE dealer_name = 'Sanjay TVS';
Can you tell me the all details of Better TVS,SELECT * FROM dealers WHERE dealer_name = 'Better TVS';
Show me details of  Anand Bajaj dealership ,SELECT * FROM dealers WHERE dealer_name = 'Anand Bajaj';
Give me the details of Max Hero showroom,SELECT * FROM dealers WHERE dealer_name = 'Max Hero';
What is the details of the Surjeet Hero dealership,SELECT * FROM dealers WHERE dealer_name = 'Surjeet Hero';
Where can I find the details of Trio Honda dealer,SELECT * FROM dealers WHERE dealer_name = 'Trio Honda';
I need the details of the Definite bajaj dealership,SELECT * FROM dealers WHERE dealer_name = 'Definite Bajaj';
Where can I find all details of Vector Hero dealership,SELECT * FROM dealers WHERE dealer_name = 'Vector Hero';
Tell me the details of Honda Bigwing,SELECT * FROM dealers WHERE dealer_name = 'Honda Bigwing';
What are the details of Sanjay TVS dealership,SELECT * FROM dealers WHERE dealer_name = 'Sanjay TVS';
What is the details of Better TVS dealership,SELECT * FROM dealers WHERE dealer_name = 'Better TVS';
Provide the details of Anand Bajaj showroom,SELECT * FROM dealers WHERE dealer_name = 'Anand Bajaj';
Can you find the details of Max Hero,SELECT * FROM dealers WHERE dealer_name = 'Max Hero';
what are the details Surjeet Hero showroom,SELECT * FROM dealers WHERE dealer_name = 'Surjeet Hero';
I want to know all the location of Vector Hero,SELECT * FROM dealers WHERE dealer_name = 'Vector Hero';
Show me the all details for Better TVS dealership,SELECT * FROM dealers WHERE dealer_name = 'Better TVS';
What are the details of Honda Bigwing showroom,SELECT * FROM dealers WHERE dealer_name = 'Honda Bigwing';
What are the details of the Definite Bajaj dealership,SELECT * FROM dealers WHERE dealer_name = 'Definite Bajaj';
Show me all the details of the Vector Hero dealership,SELECT * FROM dealers WHERE dealer_name = 'Vector Hero';
Give me the full details of the Honda Bigwing dealership,SELECT * FROM dealers WHERE dealer_name = 'Honda Bigwing';
What are the complete details of the Sanjay TVS dealership,SELECT * FROM dealers WHERE dealer_name = 'Sanjay TVS';
Can you provide me with all the details of Better TVS,SELECT * FROM dealers WHERE dealer_name = 'Better TVS';
Show me the full details of the Anand Bajaj dealership,SELECT * FROM dealers WHERE dealer_name = 'Anand Bajaj';
Give me every detail of the Max Hero showroom,SELECT * FROM dealers WHERE dealer_name = 'Max Hero';
What details do you have about the Surjeet Hero dealership,SELECT * FROM dealers WHERE dealer_name = 'Surjeet Hero';
Where can I get the details of the Trio Honda dealer,SELECT * FROM dealers WHERE dealer_name = 'Trio Honda';
I need all the details of the Definite Bajaj dealership,SELECT * FROM dealers WHERE dealer_name = 'Definite Bajaj';
Where can I find the complete details of the Vector Hero dealership,SELECT * FROM dealers WHERE dealer_name = 'Vector Hero';
Tell me all the details of the Honda Bigwing dealer,SELECT * FROM dealers WHERE dealer_name = 'Honda Bigwing';
What are the details of the Sanjay TVS dealership,SELECT * FROM dealers WHERE dealer_name = 'Sanjay TVS';
Can you give me the full details of Better TVS dealership,SELECT * FROM dealers WHERE dealer_name = 'Better TVS';
Provide me with all the details of the Anand Bajaj showroom,SELECT * FROM dealers WHERE dealer_name = 'Anand Bajaj';
Can you find the details of Max Hero dealership,SELECT * FROM dealers WHERE dealer_name = 'Max Hero';
What are the details of the Surjeet Hero showroom,SELECT * FROM dealers WHERE dealer_name = 'Surjeet Hero';
I want to know all the details of the Vector Hero dealer,SELECT * FROM dealers WHERE dealer_name = 'Vector Hero';
Show me all the details for Better TVS dealership,SELECT * FROM dealers WHERE dealer_name = 'Better TVS';
What details can you provide for Honda Bigwing showroom,SELECT * FROM dealers WHERE dealer_name = 'Honda Bigwing';
what are the details of dealer with dealer id 1,SELECT * FROM dealers WHERE dealer_id = '1';
